filename,xmin,ymin,xmax,ymax,class
images/Image_027.jpg,4,1,56,140,healthy
images/Image_027.jpg,6,517,99,747,healthy
images/Image_027.jpg,222,690,380,747,healthy
images/Image_027.jpg,513,514,714,657,healthy
images/Image_027.jpg,489,8,676,57,healthy
images/Image_027.jpg,146,405,237,606,stressed
images/Image_027.jpg,68,264,156,429,stressed
images/Image_027.jpg,176,167,329,286,stressed
images/Image_027.jpg,349,120,487,353,stressed
images/Image_027.jpg,304,1,485,110,stressed
images/Image_027.jpg,521,64,681,256,stressed
images/Image_027.jpg,660,378,743,507,stressed
images/Image_027.jpg,395,639,511,744,stressed
images/Image_027.jpg,10,388,70,494,stressed
images/Image_029.jpg,62,13,173,137,stressed
images/Image_029.jpg,633,146,743,273,stressed
images/Image_029.jpg,156,158,248,280,stressed
images/Image_029.jpg,105,585,282,667,stressed
images/Image_029.jpg,390,385,532,506,stressed
images/Image_029.jpg,514,271,589,383,stressed
images/Image_029.jpg,338,1,491,112,stressed
images/Image_029.jpg,6,142,124,250,stressed
images/Image_029.jpg,6,273,87,503,healthy
images/Image_029.jpg,215,450,378,565,healthy
images/Image_029.jpg,608,281,729,419,healthy
images/Image_029.jpg,81,675,195,747,healthy
images/Image_029.jpg,3,53,40,122,healthy
images/Image_030.jpg,12,129,86,337,healthy
images/Image_030.jpg,214,294,418,454,healthy
images/Image_030.jpg,1,607,115,740,healthy
images/Image_030.jpg,556,135,695,256,healthy
images/Image_030.jpg,556,617,747,746,stressed
images/Image_030.jpg,43,435,207,583,stressed
images/Image_030.jpg,212,462,306,535,stressed
images/Image_030.jpg,413,208,558,390,stressed
images/Image_030.jpg,654,3,737,127,stressed
images/Image_030.jpg,5,1,239,129,stressed
images/Image_031.jpg,501,30,674,140,stressed
images/Image_031.jpg,573,155,746,300,stressed
images/Image_031.jpg,8,2,306,252,stressed
images/Image_031.jpg,332,254,480,413,stressed
images/Image_031.jpg,358,415,578,737,stressed
images/Image_031.jpg,1,305,171,646,healthy
images/Image_031.jpg,178,603,344,740,healthy
images/Image_031.jpg,587,328,720,699,healthy
images/Image_031.jpg,393,133,537,251,healthy
images/Image_032.jpg,119,1,301,71,stressed
images/Image_032.jpg,122,542,333,739,stressed
images/Image_032.jpg,362,554,507,627,stressed
images/Image_032.jpg,314,255,481,442,stressed
images/Image_032.jpg,1,123,138,429,healthy
images/Image_032.jpg,1,557,64,722,healthy
images/Image_032.jpg,399,1,499,106,healthy
images/Image_032.jpg,588,87,748,217,healthy
images/Image_032.jpg,512,239,638,477,healthy
images/Image_032.jpg,646,624,746,744,healthy
images/Image_032.jpg,372,639,578,741,healthy
images/Image_032.jpg,168,386,319,527,healthy
images/Image_032.jpg,356,110,569,233,stressed
images/Image_032.jpg,525,1,673,64,stressed
images/Image_033.jpg,260,37,412,191,stressed
images/Image_033.jpg,623,447,749,565,stressed
images/Image_033.jpg,532,606,750,749,stressed
images/Image_033.jpg,419,113,537,270,stressed
images/Image_033.jpg,276,192,399,311,stressed
images/Image_033.jpg,98,310,283,455,stressed
images/Image_033.jpg,141,597,261,687,stressed
images/Image_033.jpg,37,462,235,577,stressed
images/Image_033.jpg,3,1,127,289,healthy
images/Image_033.jpg,648,328,745,439,healthy
images/Image_033.jpg,13,616,137,744,healthy
images/Image_033.jpg,280,572,398,736,healthy
images/Image_033.jpg,312,328,485,550,healthy
images/Image_033.jpg,152,141,253,285,healthy
images/Image_034.jpg,201,23,308,182,healthy
images/Image_034.jpg,13,527,189,630,healthy
images/Image_034.jpg,679,212,743,347,healthy
images/Image_034.jpg,389,192,529,321,healthy
images/Image_034.jpg,314,332,456,539,healthy
images/Image_034.jpg,9,1,108,142,stressed
images/Image_034.jpg,361,21,594,155,stressed
images/Image_034.jpg,151,194,272,267,stressed
images/Image_034.jpg,145,278,302,399,stressed
images/Image_034.jpg,133,415,278,523,stressed
images/Image_034.jpg,6,642,329,744,stressed
images/Image_034.jpg,641,378,743,546,stressed
images/Image_034.jpg,574,586,737,715,stressed
images/Image_035.jpg,3,1,137,66,healthy
images/Image_035.jpg,5,200,129,446,healthy
images/Image_035.jpg,247,355,423,623,healthy
images/Image_035.jpg,652,144,743,280,healthy
images/Image_035.jpg,445,630,613,747,healthy
images/Image_035.jpg,275,1,558,83,stressed
images/Image_035.jpg,428,98,519,272,stressed
images/Image_035.jpg,231,95,402,220,stressed
images/Image_035.jpg,135,138,238,421,stressed
images/Image_035.jpg,41,456,196,607,stressed
images/Image_035.jpg,599,295,746,420,stressed
images/Image_035.jpg,569,432,747,605,stressed
images/Image_035.jpg,636,624,732,695,stressed
images/Image_035.jpg,4,617,113,742,stressed
images/Image_038.jpg,514,612,747,742,healthy
images/Image_038.jpg,655,365,750,549,healthy
images/Image_038.jpg,448,127,597,305,healthy
images/Image_038.jpg,702,138,747,322,healthy
images/Image_038.jpg,276,532,408,741,healthy
images/Image_038.jpg,162,506,264,619,healthy
images/Image_038.jpg,496,4,746,119,stressed
images/Image_038.jpg,615,127,695,211,stressed
images/Image_038.jpg,466,319,652,457,stressed
images/Image_038.jpg,536,466,646,603,stressed
images/Image_038.jpg,47,6,331,130,stressed
images/Image_038.jpg,3,150,344,254,stressed
images/Image_038.jpg,40,263,383,383,stressed
images/Image_038.jpg,1,392,126,515,stressed
images/Image_038.jpg,1,532,145,744,stressed
images/Image_038.jpg,157,672,266,748,stressed
images/Image_038.jpg,664,557,741,605,stressed
images/Image_039.jpg,493,3,628,73,stressed
images/Image_039.jpg,679,1,747,82,stressed
images/Image_039.jpg,24,7,290,224,stressed
images/Image_039.jpg,2,239,198,464,stressed
images/Image_039.jpg,229,254,374,390,stressed
images/Image_039.jpg,83,531,170,747,stressed
images/Image_039.jpg,6,556,76,738,healthy
images/Image_039.jpg,301,531,410,748,healthy
images/Image_039.jpg,173,508,280,619,healthy
images/Image_039.jpg,495,650,735,744,healthy
images/Image_039.jpg,663,383,741,552,healthy
images/Image_039.jpg,462,108,594,258,healthy
images/Image_039.jpg,698,130,744,316,healthy
images/Image_039.jpg,476,261,630,454,stressed
images/Image_039.jpg,537,462,640,620,stressed
images/Image_039.jpg,653,556,733,630,stressed
images/Image_039.jpg,603,78,686,208,stressed
images/Image_041.jpg,428,602,535,744,stressed
images/Image_041.jpg,158,639,406,746,stressed
images/Image_041.jpg,10,1,143,127,stressed
images/Image_041.jpg,6,138,151,275,stressed
images/Image_041.jpg,96,304,253,466,stressed
images/Image_041.jpg,176,472,252,562,stressed
images/Image_041.jpg,603,104,749,264,stressed
images/Image_041.jpg,456,100,595,258,stressed
images/Image_041.jpg,562,269,750,434,stressed
images/Image_041.jpg,152,40,276,269,healthy
images/Image_041.jpg,1,295,93,398,healthy
images/Image_041.jpg,1,569,143,740,healthy
images/Image_041.jpg,7,444,65,557,healthy
images/Image_041.jpg,176,567,402,632,healthy
images/Image_041.jpg,277,394,436,556,healthy
images/Image_041.jpg,669,466,750,639,healthy
images/Image_041.jpg,326,1,563,80,healthy
images/Image_041.jpg,582,5,739,67,healthy
images/Image_042.jpg,332,4,521,113,stressed
images/Image_042.jpg,471,136,639,319,stressed
images/Image_042.jpg,543,7,653,124,stressed
images/Image_042.jpg,664,119,750,265,stressed
images/Image_042.jpg,594,342,740,548,stressed
images/Image_042.jpg,430,625,746,750,healthy
images/Image_042.jpg,16,513,311,746,healthy
images/Image_042.jpg,312,383,456,585,healthy
images/Image_042.jpg,8,345,165,481,healthy
images/Image_042.jpg,4,6,211,156,healthy
images/Image_042.jpg,170,164,308,266,healthy
images/Image_042.jpg,11,162,169,336,healthy
images/Image_042.jpg,183,282,295,399,healthy
images/Image_044.jpg,639,5,743,132,healthy
images/Image_044.jpg,579,433,731,592,healthy
images/Image_044.jpg,8,513,135,744,healthy
images/Image_044.jpg,144,483,257,611,healthy
images/Image_044.jpg,1,289,80,408,healthy
images/Image_044.jpg,12,1,106,249,healthy
images/Image_044.jpg,96,354,255,471,healthy
images/Image_044.jpg,180,619,430,747,healthy
images/Image_044.jpg,446,616,556,749,healthy
images/Image_044.jpg,114,1,321,110,stressed
images/Image_044.jpg,335,4,515,107,stressed
images/Image_044.jpg,255,206,393,342,stressed
images/Image_044.jpg,419,119,538,230,stressed
images/Image_044.jpg,414,248,546,450,stressed
images/Image_044.jpg,332,446,557,594,stressed
images/Image_044.jpg,578,596,747,745,stressed
images/Image_044.jpg,557,163,665,319,stressed
images/Image_044.jpg,197,116,416,196,stressed
images/Image_044.jpg,1,424,86,500,stressed
images/Image_045.jpg,222,597,318,742,stressed
images/Image_045.jpg,327,522,474,747,stressed
images/Image_045.jpg,1,87,183,254,stressed
images/Image_045.jpg,1,273,87,466,stressed
images/Image_045.jpg,104,266,231,402,stressed
images/Image_045.jpg,238,355,290,492,stressed
images/Image_045.jpg,99,408,220,610,stressed
images/Image_045.jpg,244,239,361,354,stressed
images/Image_045.jpg,285,5,520,150,stressed
images/Image_045.jpg,482,248,729,396,stressed
images/Image_045.jpg,638,412,747,633,healthy
images/Image_045.jpg,469,658,673,745,healthy
images/Image_045.jpg,474,553,546,640,healthy
images/Image_045.jpg,448,161,729,235,healthy
images/Image_045.jpg,528,48,619,139,healthy
images/Image_045.jpg,3,4,176,71,healthy
images/Image_047.jpg,14,597,122,740,stressed
images/Image_047.jpg,1,483,66,572,stressed
images/Image_047.jpg,1,227,140,439,stressed
images/Image_047.jpg,108,3,336,133,stressed
images/Image_047.jpg,436,252,540,398,stressed
images/Image_047.jpg,620,1,738,57,stressed
images/Image_047.jpg,560,512,668,680,stressed
images/Image_047.jpg,296,219,419,328,stressed
images/Image_047.jpg,152,660,253,747,stressed
images/Image_047.jpg,141,528,306,656,stressed
images/Image_047.jpg,247,137,498,217,healthy
images/Image_047.jpg,453,415,546,588,healthy
images/Image_047.jpg,683,591,743,707,healthy
images/Image_047.jpg,277,672,464,746,healthy
images/Image_048.jpg,1,431,257,577,healthy
images/Image_048.jpg,66,2,205,117,healthy
images/Image_048.jpg,327,1,529,79,healthy
images/Image_048.jpg,362,87,631,213,healthy
images/Image_048.jpg,344,702,510,746,healthy
images/Image_048.jpg,366,398,441,599,healthy
images/Image_048.jpg,1,590,176,748,stressed
images/Image_048.jpg,1,156,52,350,stressed
images/Image_048.jpg,133,125,343,215,stressed
images/Image_048.jpg,277,227,562,387,stressed
images/Image_048.jpg,588,252,723,378,stressed
images/Image_048.jpg,454,504,730,716,stressed
images/Image_048.jpg,469,397,724,492,stressed
images/Image_048.jpg,662,3,744,54,stressed
images/Image_049.jpg,320,411,421,575,healthy
images/Image_049.jpg,120,119,302,253,healthy
images/Image_049.jpg,146,665,314,744,healthy
images/Image_049.jpg,2,524,126,742,stressed
images/Image_049.jpg,627,13,747,222,stressed
images/Image_049.jpg,477,3,598,50,stressed
images/Image_049.jpg,1,3,202,112,stressed
images/Image_049.jpg,191,261,386,396,stressed
images/Image_049.jpg,432,494,529,683,stressed
images/Image_049.jpg,537,604,740,735,stressed
images/Image_050.jpg,1,124,113,240,stressed
images/Image_050.jpg,569,1,724,78,stressed
images/Image_050.jpg,597,582,739,741,stressed
images/Image_050.jpg,328,569,573,674,stressed
images/Image_050.jpg,352,457,643,566,stressed
images/Image_050.jpg,119,181,357,375,stressed
images/Image_050.jpg,133,1,245,166,stressed
images/Image_050.jpg,3,30,77,122,healthy
images/Image_050.jpg,1,415,151,630,healthy
images/Image_050.jpg,170,690,361,746,healthy
images/Image_050.jpg,194,388,335,556,healthy
images/Image_050.jpg,627,81,739,224,healthy
images/Image_050.jpg,526,279,685,430,healthy
images/Image_050.jpg,658,446,738,547,healthy
images/Image_050.jpg,264,4,406,149,healthy
images/Image_050.jpg,369,157,469,238,healthy
images/Image_050.jpg,365,307,510,453,st
images/Image_051.jpg,1,1,255,107,stressed
images/Image_051.jpg,5,114,86,295,stressed
images/Image_051.jpg,91,110,185,190,stressed
images/Image_051.jpg,555,608,745,741,stressed
images/Image_051.jpg,5,542,199,736,stressed
images/Image_051.jpg,204,408,324,613,stressed
images/Image_051.jpg,348,378,424,517,stressed
images/Image_051.jpg,539,192,750,352,stressed
images/Image_051.jpg,656,7,739,175,healthy
images/Image_051.jpg,439,352,578,454,healthy
images/Image_051.jpg,670,422,747,598,healthy
images/Image_052.jpg,37,627,278,744,healthy
images/Image_052.jpg,5,364,139,547,healthy
images/Image_052.jpg,447,495,614,740,healthy
images/Image_052.jpg,1,181,73,353,healthy
images/Image_052.jpg,603,1,743,120,stressed
images/Image_052.jpg,455,87,606,246,stressed
images/Image_052.jpg,256,7,430,238,stressed
images/Image_052.jpg,82,114,235,337,stressed
images/Image_052.jpg,618,357,744,506,stressed
images/Image_052.jpg,628,515,746,728,stressed
images/Image_052.jpg,313,556,436,746,stressed
images/Image_052.jpg,272,252,505,416,stressed
images/Image_052.jpg,153,350,257,478,stressed
images/Image_053.jpg,1,1,80,129,stressed
images/Image_053.jpg,4,400,101,661,stressed
images/Image_053.jpg,116,369,214,540,stressed
images/Image_053.jpg,306,250,497,332,stressed
images/Image_053.jpg,403,125,663,246,stressed
images/Image_053.jpg,336,628,613,750,stressed
images/Image_053.jpg,624,547,741,742,stressed
images/Image_053.jpg,636,323,745,533,healthy
images/Image_053.jpg,468,441,616,608,healthy
images/Image_053.jpg,220,338,387,466,healthy
images/Image_053.jpg,462,5,735,104,healthy
images/Image_054.jpg,558,2,748,83,healthy
images/Image_054.jpg,2,653,71,744,healthy
images/Image_054.jpg,591,646,745,742,healthy
images/Image_054.jpg,206,482,454,655,healthy
images/Image_054.jpg,415,12,538,111,stressed
images/Image_054.jpg,249,78,408,262,stressed
images/Image_054.jpg,47,6,215,112,stressed
images/Image_054.jpg,5,114,82,461,stressed
images/Image_054.jpg,89,271,280,400,stressed
images/Image_054.jpg,116,111,232,246,stressed
images/Image_054.jpg,385,374,590,466,stressed
images/Image_054.jpg,635,149,747,336,stressed
images/Image_054.jpg,473,464,568,681,stressed
images/Image_054.jpg,598,427,715,624,stressed
images/Image_054.jpg,613,348,747,416,stressed
images/Image_054.jpg,116,669,415,747,stressed
images/Image_055.jpg,269,1,446,196,stressed
images/Image_055.jpg,114,200,308,332,stressed
images/Image_055.jpg,671,142,750,303,stressed
images/Image_055.jpg,476,556,639,749,stressed
images/Image_055.jpg,121,639,465,740,stressed
images/Image_055.jpg,644,387,750,608,stressed
images/Image_055.jpg,226,521,454,630,healthy
images/Image_055.jpg,388,410,624,515,healthy
images/Image_055.jpg,489,295,621,392,healthy
images/Image_055.jpg,457,14,621,133,healthy
images/Image_055.jpg,21,344,215,474,healthy
images/Image_056.jpg,202,4,341,130,stressed
images/Image_056.jpg,563,46,749,198,stressed
images/Image_056.jpg,5,75,206,256,stressed
images/Image_056.jpg,1,277,120,439,stressed
images/Image_056.jpg,637,205,748,456,stressed
images/Image_056.jpg,406,208,621,338,stressed
images/Image_056.jpg,405,348,621,475,stressed
images/Image_056.jpg,196,339,391,522,stressed
images/Image_056.jpg,271,533,414,715,stressed
images/Image_056.jpg,426,478,518,591,stressed
images/Image_056.jpg,373,1,518,105,healthy
images/Image_056.jpg,5,527,258,744,healthy
images/Image_056.jpg,422,631,749,750,healthy
images/Image_057.jpg,613,612,747,746,healthy
images/Image_057.jpg,253,7,436,144,healthy
images/Image_057.jpg,61,460,230,628,healthy
images/Image_057.jpg,263,324,386,557,healthy
images/Image_057.jpg,598,47,750,131,healthy
images/Image_057.jpg,506,147,678,247,healthy
images/Image_057.jpg,571,407,658,547,healthy
images/Image_057.jpg,80,3,230,115,healthy
images/Image_057.jpg,1,223,146,362,stressed
images/Image_057.jpg,64,128,248,217,stressed
images/Image_057.jpg,4,646,201,749,stressed
images/Image_057.jpg,245,570,508,745,stressed
images/Image_057.jpg,424,262,561,557,stressed
images/Image_057.jpg,672,392,744,523,stressed
images/Image_057.jpg,689,131,743,250,stressed
images/Image_057.jpg,585,261,738,372,stressed
images/Image_058.jpg,6,1,144,124,stressed
images/Image_058.jpg,1,151,61,222,stressed
images/Image_058.jpg,612,171,750,373,stressed
images/Image_058.jpg,1,566,195,698,stressed
images/Image_058.jpg,1,358,173,556,stressed
images/Image_058.jpg,198,374,297,556,stressed
images/Image_058.jpg,190,207,398,352,stressed
images/Image_058.jpg,316,370,406,497,stressed
images/Image_058.jpg,419,289,551,431,stressed
images/Image_058.jpg,415,182,588,267,stressed
images/Image_058.jpg,347,62,511,177,stressed
images/Image_058.jpg,612,4,750,153,healthy
images/Image_058.jpg,183,1,320,97,healthy
images/Image_058.jpg,612,442,749,622,healthy
images/Image_058.jpg,478,647,743,733,healthy
images/Image_058.jpg,208,629,457,740,healthy
images/Image_059.jpg,6,555,219,748,stressed
images/Image_059.jpg,604,61,743,200,stressed
images/Image_059.jpg,494,92,593,294,stressed
images/Image_059.jpg,607,211,732,406,stressed
images/Image_059.jpg,478,310,589,441,stressed
images/Image_059.jpg,244,386,385,642,stressed
images/Image_059.jpg,281,214,471,311,stressed
images/Image_059.jpg,1,394,232,547,healthy
images/Image_059.jpg,1,26,68,227,healthy
images/Image_059.jpg,83,3,281,133,healthy
images/Image_059.jpg,502,3,745,52,healthy
images/Image_059.jpg,332,66,469,203,healthy
images/Image_059.jpg,688,411,750,575,healthy
images/Image_059.jpg,426,622,667,750,healthy
images/Image_059.jpg,403,453,618,592,healthy
images/Image_059.jpg,93,282,278,371,healthy
images/Image_061.jpg,623,15,746,254,healthy
images/Image_061.jpg,621,272,750,363,healthy
images/Image_061.jpg,408,7,603,131,healthy
images/Image_061.jpg,212,4,396,137,healthy
images/Image_061.jpg,247,155,490,230,healthy
images/Image_061.jpg,5,98,112,271,healthy
images/Image_061.jpg,10,511,133,688,healthy
images/Image_061.jpg,520,571,750,744,stressed
images/Image_061.jpg,627,378,747,541,stressed
images/Image_061.jpg,132,247,322,415,stressed
images/Image_061.jpg,344,246,498,379,stressed
images/Image_061.jpg,19,428,176,508,stressed
images/Image_061.jpg,19,282,107,413,stressed
images/Image_061.jpg,4,5,190,88,stressed
images/Image_061.jpg,128,91,195,238,stressed
images/Image_061.jpg,178,427,305,608,stressed
images/Image_061.jpg,330,390,561,513,stressed
images/Image_061.jpg,335,537,408,649,healthy
images/Image_061.jpg,529,299,597,371,healthy
images/Image_062.jpg,522,397,740,607,stressed
images/Image_062.jpg,648,208,747,388,stressed
images/Image_062.jpg,524,679,746,744,stressed
images/Image_062.jpg,261,616,479,748,stressed
images/Image_062.jpg,7,606,246,745,stressed
images/Image_062.jpg,11,307,205,419,stressed
images/Image_062.jpg,1,117,90,304,stressed
images/Image_062.jpg,227,303,419,419,stressed
images/Image_062.jpg,138,100,327,260,stressed
images/Image_062.jpg,346,113,574,281,stressed
images/Image_062.jpg,1,1,207,103,healthy
images/Image_062.jpg,226,1,476,90,healthy
images/Image_062.jpg,577,1,746,192,healthy
images/Image_062.jpg,10,427,154,546,healthy
images/Image_062.jpg,269,427,402,535,healthy
images/Image_062.jpg,427,287,595,383,stressed
images/Image_063.jpg,540,273,739,450,stressed
images/Image_063.jpg,482,537,743,741,stressed
images/Image_063.jpg,627,62,750,241,stressed
images/Image_063.jpg,1,11,112,164,stressed
images/Image_063.jpg,160,1,373,119,stressed
images/Image_063.jpg,395,1,616,125,stressed
images/Image_063.jpg,129,124,321,300,stressed
images/Image_063.jpg,1,446,106,656,stressed
images/Image_063.jpg,112,529,310,703,stressed
images/Image_063.jpg,331,523,471,742,stressed
images/Image_063.jpg,455,133,581,248,stressed
images/Image_063.jpg,161,449,451,516,healthy
images/Image_063.jpg,6,224,110,374,healthy
images/Image_063.jpg,335,181,406,341,healthy
images/Image_063.jpg,621,6,733,46,healthy
images/Image_064.jpg,13,11,127,141,healthy
images/Image_064.jpg,505,633,746,750,healthy
images/Image_064.jpg,331,582,491,738,healthy
images/Image_064.jpg,532,142,666,257,healthy
images/Image_064.jpg,305,1,407,138,healthy
images/Image_064.jpg,304,437,390,565,healthy
images/Image_064.jpg,141,240,446,321,healthy
images/Image_064.jpg,135,7,283,96,stressed
images/Image_064.jpg,443,3,579,53,stressed
images/Image_064.jpg,556,75,748,130,stressed
images/Image_064.jpg,673,146,737,235,stressed
